SpeciesID	sample_1	sample_2	sample_3	sample_4	sample_5
Corynebacterium_jeikeium	0.00195744970771946	0	0	0.0081377431495817	0
Lactococcus_lactis	0.0285317256732946	0	0.00218905863883039	0.00157454493494673	0.00769396428284639
Streptococcus_agalactiae	0.00126070506577494	0	0.00268546083074535	0	0.00348204130934378
Buchnera_aphidicola	0.000969236021529534	0.00643973100370007	0.000875409104518072	0.000652616130084982	0.000394493825769374
Streptococcus_mutans	0.00460865440094409	0.00637127928468448	0	0.00606715241945017	0.00455628027226071
Bifidobacterium_longum	0.0126278585935835	0.00387674271351082	0.00116349324323207	0.00253657909172427	0.00640264995126043
Staphylococcus_epidermidis	0.00997399324219025	0.016009750879386	0	0	0
Treponema_denticola	0	0.0373494647153404	0.00199844845356978	0.0512380037301985	0.00231434490896617
Cutibacterium_acnes	0	0.0244622522447376	0.00872762669451396	0	0.000777589565817117
Deinococcus_radiodurans	0.00490860182303775	0	0.013620841988863	0.0140898856296786	0.0067034854716969
Neisseria_meningitidis	0	0.0020462939687288	0	0.00176506838203541	0.0191110549657694
Lactobacillus_salivarius	0	0.000417422884580872	0	0.00237867283387868	0.0249836951256663
Staphylococcus_saprophyticus	0.003946970298265	0.00812621306827986	0.00291018855021614	0	0.00344524950107832
Finegoldia_magna	0	0	0.00842208999811708	0	0
Kocuria_rhizophila	0.00719286730887607	0	0	0	0.0092244216987177
Bifidobacterium_adolescentis	0	0.00190898064700854	0.00398471272957423	0.00557074664172227	0
Porphyromonas_gingivalis	0.00532545228195009	0.00636014597178812	0.00738809212041493	0	0
Rothia_mucilaginosa	0.0216058072532913	0	0.0758369732626502	0.00382220327252327	0.0198312806962066
Corynebacterium_efficiens	0	0.0181580741076015	0.00485802485591923	0.00865406003980669	0.114238933929462
Thiobacillus_denitrificans	0.00422147292613913	0	0	0.0115733200157501	0
Clostridium_perfringens	0.00118061648362529	0.000734686140804454	0	0.0332511885436134	0.00866201915792713
Rhodopseudomonas_palustris	0.00349288587483254	0	0.0123761377520998	0	0
Staphylococcus_aureus	0.00212231898669053	0	0.0323235777016777	0.00241720148361057	0
Lactobacillus_brevis	0.00679057937076767	0.00266755207956731	0	0.000369958416180975	0.00482159266890879
Pediococcus_pentosaceus	0.00273059766700464	0	0.000876610681001262	0.0013851762553614	0
Lactobacillus_reuteri	0.00308265963718243	0.000514175197282519	0	0.0198461215260633	0
Akkermansia_muciniphila	0.0193897519232332	0.00145531428118593	0.00116212371422193	0.0027192804425098	0
Eubacterium_rectale	0.0117715450108887	0.0782629166478903	0.0248546077631489	0.00669720058785927	0.0153954999390659
Bifidobacterium_animalis	0	0.00367670538018204	0.00148481416629612	0.00750123577549491	0.00337307742747547
Corynebacterium_aurimucosum	0.00741930673500814	0.00909180776170171	0.00429303595960761	0.0283830454817886	0.0116555212019963
Corynebacterium_kroppenstedtii	0.00354839738392633	0.00440982882587337	0	0	0
Kytococcus_sedentarius	0.00295766153067874	0.00548461265716232	0.0211071402179494	0	0.00666648316743863
Anaerococcus_prevotii	0.00202365961611681	0.0110514514662167	0.00394367115646147	0	0.00675612385212229
Atopobium_parvulum	0.00141784251184578	0.016593329849418	0	0.00168907364341311	0
Nakamurella_multipartita	0.00379859465508687	0	0.0125006581744648	0.0609204212232667	0.00587423820749716
Gordonia_bronchialis	0	0	0.00651231659966587	0	0.0996617896554087
Veillonella_parvula	0.0175790026384304	0.00284160477439766	0.0458142053383574	0.00230889690220225	0.00282882655693143
Sphaerobacter_thermophilus	0.00163954324657552	0.00345499327251197	0.000807675456577614	0	0.0110604500454165
Staphylococcus_lugdunensis	0.00728645729757002	0	0.0120990492281564	0.00249174953614777	0.015115762980873
Gardnerella_vaginalis	0	0	0.0173932551303849	0.00533141331634869	0.00158796185133071
Mageeibacillus_indolicus	0.00372146610154588	0	0.00164282787660974	0	0.00392012161731092
Pantoea_ananatis	0	0	0.00536160496785641	0.00772313716155839	0.0121862630983278
Leuconostoc_citreum	0.00198299691405334	0	0.000607860095633964	0.021476166470264	0
Lactobacillus_rhamnosus	0	0.0154421562586888	0.00359185301279318	0	0.00327977598927663
Lactobacillus_delbrueckii	0	0	0.00109544879907624	0.00444119059162056	0.00877070467516033
Corynebacterium_urealyticum	0.00496769603017534	0	0.00271995333293007	0.00251034243754959	0.0161246069726435
Lactobacillus_crispatus	0.00990417875853935	0	0	0.00129701474003781	0.00285369984972669
Moraxella_catarrhalis	0.00640631381476191	0	0.00258488281765094	0.00820745972145477	0
Arcanobacterium_haemolyticum	0.00773270598463786	0	0	0.00351488509114342	0.00537657879126595
Corynebacterium_genitalium	0.0017389181906765	0.0115339374545223	0	0.00253770578714692	0.00485564286960316
Olsenella_uli	0.0218107152417015	0	0.0099987415504509	0	0.00515087148543835
Prevotella_melaninogenica	0	0.00923539149758419	0	0.000626201405610584	0.00146840513814961
Clostridium_hiranonis	0.00921368136834936	0.0111643354815973	0.00636875258305501	0.0101084624990065	0.0100135137430483
Roseburia_intestinalis	0.00556552795219018	0	0.00477466445787879	0.0152781580544053	0.00428677533288637
Blautia_hansenii	0.00762659898498033	0	0.00155419086307252	0	0
Fusobacterium_periodonticum	0.000915060222768369	0	0.00520422384127423	0	0.000683568769630749
Fusobacterium_nucleatum	0.00110289213565823	0	0.000454226868994947	0.00341671370794076	0
Eikenella_corrodens	0	0.00491080743257748	0.00398331050049815	0.00210184917771182	0
Weissella_paramesenteroides	0	0.00439933214531706	0.00320055860076898	0.00427897223466343	0.0270249411277952
Faecalibacterium_prausnitzii	0.00414781042654114	0.0016193544913833	0.0393841312815073	0.006854561724877	0.00332050960433464
Streptococcus_parasanguinis	0	0.00239405007258149	0	0.0118786328063856	0
Rothia_dentocariosa	0.002757685753718	0.0130951093361287	0.00722337503056689	0	0.00623892948247942
Bifidobacterium_bifidum	0.00454827832181104	0.00259332428743172	0.00890620787491435	0.00184272776164	0.0059944108388921
Collinsella_aerofaciens	0.00190653634529768	0.0083751888286359	0.0137384525110244	0.00797579132555054	0.00679197940373077
Gemella_haemolysans	0.00392570922808552	0.00346425749843934	0.00146228247918989	0.00828699576867828	0
Anaerobutyricum_hallii	0	0.00462221103229042	0.000866624452200701	0.0111082710221613	0.0066114129805312
Enterococcus_faecium	0.00410902500594447	0.00894506513564983	0.0106688388889735	0.0056813227512818	0
Capnocytophaga_gingivalis	0.0135944695471227	0.000658384069319401	0.00361095657164573	0.00464510614138054	0.00331535852831244
Corynebacterium_matruchotii	0	0.0339314782997362	0	0.00578163434924395	0
Corynebacterium_resistens	0.00162714964732746	0	0.013699319879819	0.00353287499279515	0.0106235654324091
Corynebacterium_variabile	0.0071152558712866	0.0266161962181006	0.0035779872565449	0.044011878406755	0
Peptoniphilus_harei	0.00934223422332541	0	0.0026370331803839	0	0.00564428505078222
Lautropia_mirabilis	0	0.0152753467044477	0.00662646928172371	0	0.00117772749520764
Weeksella_virosa	0.00257712225551733	0.00151146121699748	0	0.022982443589716	0.0301946764754748
Prevotella_denticola	0.0161698028612465	0.00626476316328225	0	0.00237368224314904	0.003941509248357
Glutamicibacter_arilaitensis	0.00481693035541336	0	0.0330549111409959	0	0
Lactobacillus_plantarum	0	0.00527765848640534	0.00771106831837107	0.00745096849520495	0.00206816850946162
Paracoccus_denitrificans	0.00449364682065899	0.00288837392405305	0.054488222621489	0	0
Arthrospira_platensis	0.0209762771245675	0.00521166558728683	0.00636649895884805	0	0
Porphyromonas_asaccharolytica	0.00270611377301304	0.0214506488869463	0.0056494569973514	0	0.00165154710277081
Pseudomonas_stutzeri	0.0505737508136882	0	0.00998346817226945	0.0196595668290336	0.000935693126198276
Serinicoccus_profundi	0	0.0043582403643504	0.0292195729190634	0.00503564150154144	0
Lactobacillus_ruminis	0.010464325535842	0.0158705967406601	0.013377425044401	0	0.00425682905609568
Lactobacillus_sanfranciscensis	0.00283151640248719	0.00104812461627345	0.000965979709943089	0	0.000875910256072986
Dolosigranulum_pigrum	0	0	0.000702096666870527	0.00174237201593828	0.00247361067857545
Gordonia_polyisoprenivorans	0.00699460822407385	0.0120207714356238	0.00407530055652546	0.0102630520254289	0
Deinococcus_gobiensis	0.00504838433650972	0.0658583698078892	0	0.0102762645327082	0
Pseudopropionibacterium_propionicum	0.0117774861204852	0	0.0132639405926756	0.0485598973596169	0
Tetragenococcus_halophilus	0.00262320341647183	0.0595522491586858	0.00267383476442503	0.0011707326065501	0
Blastococcus_saxobsidens	0.00395912695025118	0.0160823547148188	0.0109892016948731	0.00352320502373023	0.0181619532834364
Staphylococcus_arlettae	0	0	0.00236661396956807	0.00919476740256553	0.0164032674915708
Leuconostoc_gelidum	0.00155701685335656	0.0102865741383006	0.00217814062059875	0.0152948451642635	0
Leuconostoc_carnosum	0.00351824360946505	0.00737885958620539	0.00118802451929006	0.00169093508709414	0.021533273781668
Modestobacter_marinus	0.00556363114675521	0.0156500087941063	0.00428620674463244	0.00961287503300624	0
Sphingobium_yanoikuyae	0.0247703218117774	0.00608748839046457	0.009332093018844	0	0.0144499261433187
Streptococcus_dysgalactiae	0.0014414748024088	0	0.000686419715768588	0.0242482369140836	0.00187542475706776
Corynebacterium_callunae	0	0	0.00199069036551552	0.00211398719629211	0.00232084912653735
Cutibacterium_avidum	0.00497911603382871	0.00264500524448517	0	0.0110183624933896	0.0349020402036827
Acinetobacter_ursingii	0	0	0.00670734711844492	0.0256547609743131	0.0065511828963295
Acinetobacter_radioresistens	0.0166379293460606	0.00157378637581728	0.0197047488945832	0.00547806363889171	0.00574137050212079
Oligella_urethralis	0.00406967474107874	0.00641114251247167	0.017048549361913	0.00892532602223202	0
Leptotrichia_wadei	0.00505110003950945	0	0.00255004936055837	0.00496932629652841	0
