SpeciesID	sample_1	sample_2	sample_3	sample_4	sample_5
Lactococcus_lactis	0.000668264485634415	0.00223619746872393	0	0.000504074527099789	0.00645617561469538
Streptococcus_agalactiae	0.00705022808984095	0.0111429589381541	0.0594319181162064	0.0386802310160337	0.0141349904763626
Streptococcus_mutans	0.0121394365704153	0.00472752406513633	0.00276371904404498	0.00565343531374084	0.00308240492778274
Bifidobacterium_longum	0.0356223345613512	0.00385439794301601	0	0	0
Staphylococcus_epidermidis	0.00372963986269087	0.00185394030601891	0	0	0.015657970646668
Cutibacterium_acnes	0.0116155184756103	0.00268769486724193	0.0296898068025561	0.0157607294587457	0.00446927157341557
Helicobacter_pylori	0.0078663780940432	0	0.00497763900741624	0.0104227155701351	0.0016665116759813
Neisseria_meningitidis	0.00898367691240879	0.00376339158017808	0.00590847739146632	0	0.00241624791729125
Staphylococcus_saprophyticus	0.00104625798577334	0.00335274894616821	0.00677535228417882	0	0.0335916728605537
Finegoldia_magna	0.00156654133874244	0.0128020834351762	0.0071219585819442	0.000922282206068703	0.00297065084321459
Rothia_mucilaginosa	0.017610822037341	0.00053008216174369	0.00624063481060199	0.0205994045626825	0.0029582474728123
Parabacteroides_distasonis	0.00362564001404674	0.00240955686027	0.0174728573253659	0.038651407468822	0
Staphylococcus_aureus	0.00169101867534937	0.00321503077751319	0	0	0.00794801266645906
Eubacterium_rectale	0.0189139377883478	0.0165828749663248	0.00218943021087415	0.0182258440651162	0.00360204211473155
Acidovorax_ebreus	0.0429359601318162	0.0214244736106793	0	0.0543176662940347	0.00646696973406292
Corynebacterium_aurimucosum	0.00869072728712891	0	0.00336107360195959	0	0.0740176639224416
Aggregatibacter_aphrophilus	0.00405630246114612	0.0379097060732988	0.14466353737822	0.0129637609495872	0.000670513248169693
Corynebacterium_kroppenstedtii	0.0801139583266042	0.00912190415804381	0.0101235795939645	0	0.00240158215605343
Capnocytophaga_ochracea	0	0.00306126289147963	0	0.0397310759186006	0.00362711398665218
Leptotrichia_buccalis	0.0111952989047277	0.0016393786675477	0.00970168096020272	0	0.00584709108967077
Anaerococcus_prevotii	0.00385942200042128	0.00222657626326895	0	0	0.00379911687459126
Atopobium_parvulum	0.00683068188403763	0.0131708296690659	0.0238382673402457	0.00448554900517373	0.00261210982462461
Veillonella_parvula	0.00176613428247691	0	0.0204221779491621	0.0397461989132501	0.00170414596757301
Staphylococcus_lugdunensis	0.00108324390657449	0.0103986467687465	0	0.00328063616799639	0.00920551876657138
Gardnerella_vaginalis	0.00404224640719688	0.00952475275734453	0	0.027077404824742	0.00384328344570654
Lactobacillus_crispatus	0.00748894956896509	0.0020736573749558	0.0070224055940299	0	0.000918591070045405
Moraxella_catarrhalis	0.00269947349929353	0.00167165298662106	0	0.00458397474855568	0.0147468115729269
Corynebacterium_genitalium	0	0.0124085848602237	0.0056389229147858	0.00134541389398512	0.0152988228517332
Prevotella_melaninogenica	0.0163900291952661	0.0936612706363266	0.00610882793343107	0.00227532040864438	0.0245958580366164
Eubacterium_eligens	0	0.00587102681838302	0	0.00277276313304497	0.00345567568190735
Roseburia_intestinalis	0.0293334875742103	0.0187435079573504	0	0.0125925576198385	0.0057359689770742
Fusobacterium_mortiferum	0.00506476159680817	0.00972602390205821	0.00356037379251797	0.00473592793285649	0.00611792961047517
Fusobacterium_periodonticum	0.00333044377543413	0.00806253817665163	0.0124013453429887	0.0135529279876352	0.0067704889032725
Fusobacterium_nucleatum	0.00855481843601429	0.00965802274895789	0.101032014595757	0.00614389447587587	0.00517929881434706
Eikenella_corrodens	0.0279182951488626	0.0025773473194487	0.00318741386647062	0.00456476468917975	0.000960926837933964
Cardiobacterium_hominis	0.00426957178321801	0.0019906816690874	0.024685878001935	0.0156051457532908	0.00261761818463514
Faecalibacterium_prausnitzii	0.00496474083843806	0.0453837388607094	0	0.0274726432978406	0.00534346452573925
Streptococcus_parasanguinis	0.00985506211465611	0.0179711539673355	0	0.00627909097911229	0
Rothia_dentocariosa	0	0.0133848922850006	0	0	0.00785203139275478
Collinsella_aerofaciens	0.016219094788273	0.00385433972775569	0	0.0357326090114735	0.00458202414051894
Gemella_haemolysans	0.0481393089387542	0.00410967008706781	0.00688416003715954	0.0229372093546911	0.000627198394193751
Capnocytophaga_gingivalis	0.0138479408962071	0.0463142859997396	0.00263685911681236	0.0125949571166986	0.015905860609335
Corynebacterium_matruchotii	0.00347060078975896	0.028209012657296	0.00660384310330786	0.00199186421415833	0.00163093928596199
Peptoniphilus_harei	0.00561216140441178	0.00421577179328072	0	0.0213439410612712	0.0021092556608502
Lautropia_mirabilis	0.00381982698000652	0.0152649193544237	0.0083545743073861	0	0.0417886132707311
Odoribacter_splanchnicus	0.0409242015587878	0.0225114841166731	0.0302281344217941	0.00824441823103104	0.00848158263852139
Selenomonas_sputigena	0.00406854670947865	0.00265813901816282	0.00708654671263059	0.00991451026448653	0.024772308274446
Alistipes_shahii	0.00336489317298576	0.00153684863246517	0.00724868619076055	0.0706172245878107	0.0139173121643451
Isoptericola_variabilis	0.0306018895803716	0.00784756388143482	0	0	0.0137164119433014
Clostridium_sp_BNL1100	0.00217529082784369	0.0108828045016837	0.00858627000899576	0.0114558287709515	0.0127415225423539
Dolosigranulum_pigrum	0.00837969495278056	0.00229826114073654	0	0.00938066527242282	0.00714184198978659
Alistipes_finegoldii	0.0148797836347789	0	0.00387075234727504	0.0256676861885528	0.149236012010723
Pseudopropionibacterium_propionicum	0.00840063836161411	0.00257159038863933	0	0.00145369726266526	0.011751805152843
Cutibacterium_avidum	0.0113586190700219	0.0052897820026132	0.00718327853754705	0.00270257191599682	0.0113023987161755
Acinetobacter_ursingii	0.0240373547748167	0.0058822279013081	0	0	0.0108091324444878
Acinetobacter_radioresistens	0.0098464377864796	0	0	0	0.0563233693410641
Leptotrichia_wadei	0.027996856976908	0.000844339858913993	0	0.00713919087226686	0.0258418895900777
Capnocytophaga_cynodegmi	0.00201174002297469	0.0335459607020036	0	0.0106156673612603	0.00426319556386403
Streptococcus_cristatus	0.0189323400704353	0.00377309756830894	0	0.00472583560733388	0.054404286496324
Streptococcus_intermedius	0	0.0514222585914965	0	0.00442984909292707	0.0070568686168875
Streptococcus_anginosus	0.008036161354496	0.0244737419107679	0.0966785184744094	0.00809184473332563	0.00678497243022164
Cutibacterium_granulosum	0.0140515005413549	0.0129091533553213	0	0.0236839601504376	0.00624462061336408
Prevotella_oris	0.00797223410652603	0.0112862114385685	0.00406527311870585	0.00237218252076706	0.00742447480115069
Neisseria_elongata	0.00231559155367295	0.00387079279341211	0	0.00208315088908153	0.00424612754825536
Staphylococcus_cohnii	0.0857964709340478	0.0181749306288747	0.0311708934331537	0	0.017524775016559
Bifidobacterium_breve	0.00263245588177085	0.0046611774137607	0.0277429263285081	0.0228569854055063	0.00302224018541711
Campylobacter_ureolyticus	0.00811725683380573	0.00334044912391273	0.0138632377413905	0.00878217187835108	0.0165146704717758
Campylobacter_concisus	0.0167591927274673	0.0993280174272856	0.00368174730355963	0.00659783375216619	0
Lactobacillus_jensenii	0.00086276421582198	0.00241859882328354	0	0.00593371634175283	0.0158107608670057
Prevotella_intermedia	0.0109243057195021	0.0281168887770633	0.00263424123921875	0.0110515865493424	0.00433379767182954
Corynebacterium_striatum	0.0122406338924328	0.00187388595666641	0.109436624465588	0	0.0027683699699728
Bacteroides_caccae	0.00287705118823384	0.0075707972614629	0.00319151340006239	0.0147493393218154	0.00528941592199648
Capnocytophaga_sputigena	0	0.0078022002955173	0.0108907595428303	0.0448088989706537	0.00843974331538984
Acinetobacter_bereziniae	0.0531743049965448	0.00558037529444014	0	0.0234529383709497	0.0294485931268093
Bacteroides_intestinalis	0.00902836756910604	0.00861661025092896	0.00776294977907338	0.0405207839820192	0.00888094275630226
Brevundimonas_diminuta	0.0054362041494359	0.00749184668193891	0.00959747402068556	0.0146185546057181	0.0126225606007797
Neisseria_flavescens	0.00673655444305934	0.034484168448661	0.0358695144106555	0	0.00655199352590586
Neisseria_sp_oral_taxon_014_str_F0314	0.0100472282498777	0.00590644231008003	0.0102548409890119	0.019437214661869	0.0196423208427367
Leptotrichia_hofstadii	0.00901684400688897	0.0154110846460751	0	0.0199875259382095	0.00246032813116965
Haemophilus_parahaemolyticus	0.00355156481224646	0.00551060407442374	0.00745239080435909	0.00310957362390655	0.00311548935205661
Neisseria_cinerea	0	0.0126276003047582	0.00273718528509177	0.0029937494197858	0.00167545836439709
Gemella_morbillorum	0.00356394822458265	0.00122032827033247	0.0107974870385644	0.00361940527923965	0.0155050669412595
Streptococcus_australis	0.00537187833478716	0	0.00517002540113743	0.0195126774093881	0.00412989677151437
Veillonella_dispar	0.00682696095175763	0.00347162385021066	0	0.00784133882802744	0.00641675766179203
