SpeciesID	sample_1	sample_2	sample_3	sample_4	sample_5
Corynebacterium_jeikeium	0.00223638056898375	0	0	0.00945406295130762	0
Lactococcus_lactis	0.0341308759287276	0	0.00254793832395253	0.00191528702979356	0.00917814927723344
Streptococcus_agalactiae	0.00165144699932702	0	0.00342280443547309	0	0.00454852533568217
Buchnera_aphidicola	0.00427546527405429	0.0281523903312445	0.00375730990790668	0.00292732576238828	0.00173532012835009
Streptococcus_mutans	0.00641522279872519	0.00878937423357688	0	0.00858779999608676	0.00632460766118273
Bifidobacterium_longum	0.0158093914483702	0.00481001171082359	0.00141729883443169	0.00322918751994651	0.0079933854960686
Staphylococcus_epidermidis	0.0110031039763988	0.0175034812217079	0	0	0
Treponema_denticola	0	0.0368411278806368	0.00193535169158123	0.0518568866191797	0.00229703950033387
Cutibacterium_acnes	0	0.0267958657539474	0.00938611617107803	0	0.000857064728717664
Deinococcus_radiodurans	0.00422931277897911	0	0.011419000096285	0.0123446528724054	0.00575967833131867
Neisseria_meningitidis	0	0.0025254855000471	0	0.00223513671848895	0.0237330394927925
Lactobacillus_salivarius	0	0.000548516452731118	0	0.00320710972723752	0.0330340575148236
Staphylococcus_saprophyticus	0.00433231211636936	0.00883970548820764	0.00310805809755336	0	0.00377104846801318
Finegoldia_magna	0	0	0.0116717020146317	0	0
Kocuria_rhizophila	0.00754567149283621	0	0	0	0.00964984973446955
Bifidobacterium_adolescentis	0	0.00256201013821043	0.00525042846239907	0.00767111384523936	0
Porphyromonas_gingivalis	0.0063995154142137	0.00757445494592447	0.0086384339171338	0	0
Rothia_mucilaginosa	0.0269985453406204	0	0.0922068065188037	0.00485671995332284	0.024711902758818
Corynebacterium_efficiens	0	0.0158167356770375	0.00415456171978251	0.00773450775335842	0.100127427779216
Thiobacillus_denitrificans	0.00410546962088519	0	0	0.0114450109004793	0
Clostridium_perfringens	0.00102588370510491	0.000632681081073033	0	0.0293802763710881	0.0075057481139464
Rhodopseudomonas_palustris	0.00185391859806224	0	0.00639151071653115	0	0
Staphylococcus_aureus	0.00212868805040538	0	0.0315451726400599	0.00246532187391833	0
Lactobacillus_brevis	0.00821078078042807	0.00319657019607977	0	0.000454872784061959	0.00581371452032164
Pediococcus_pentosaceus	0.00421695200134833	0	0.00131722456842679	0.00217523105708927	0
Lactobacillus_reuteri	0.00436253044888121	0.000721136919028872	0	0.0285593261171319	0
Akkermansia_muciniphila	0.0205960481442048	0.00153201193410259	0.00120109160270329	0.00293714278039795	0
Eubacterium_rectale	0.00965649401254707	0.0636261651450873	0.0198383269423761	0.00558648618022303	0.0125940484880243
Bifidobacterium_animalis	0	0.00533238072153539	0.00211423292288704	0.0111624837017669	0.00492244049115573
Corynebacterium_aurimucosum	0.00744705424342982	0.00904409564871952	0.00419273910003274	0.0289694065112127	0.011666442535897
Corynebacterium_kroppenstedtii	0.00410387244610039	0.00505448657087626	0	0	0
Kytococcus_sedentarius	0.00300526791785608	0.00552299176452509	0.0208677795083399	0	0.00675487110166252
Anaerococcus_prevotii	0.00286514827356009	0.0155068172686145	0.00543278417590707	0	0.00953877919962768
Atopobium_parvulum	0.00259891714992231	0.030143362686405	0	0.00314827340272442	0
Nakamurella_multipartita	0.00177377124188969	0	0.00567962494351958	0.0289265718953749	0.00273534283825975
Gordonia_bronchialis	0	0	0.00338963509747869	0	0.0531642337559784
Veillonella_parvula	0.0233313350216474	0.00373768539803593	0.0591640149408068	0.00311608512873673	0.0037440120322632
Sphaerobacter_thermophilus	0.00116170581033298	0.00242613075086691	0.000556829572774088	0	0.0078150478272377
Staphylococcus_lugdunensis	0.00775647381632945	0	0.0125317370033125	0.00269719103134888	0.0160458798856114
Gardnerella_vaginalis	0	0	0.0296069853060149	0.00948424939929739	0.00277030012003934
Mageeibacillus_indolicus	0.00581908722577718	0	0.00249945305902387	0	0.00611259887521693
Pantoea_ananatis	0	0	0.00313881439922106	0.00472510935324577	0.0073116401461609
Leuconostoc_citreum	0.00295828014215876	0	0.000882334001570868	0.032578676385012	0
Lactobacillus_rhamnosus	0	0.0143873298247761	0.00328555864137295	0	0.00307473919724286
Lactobacillus_delbrueckii	0	0	0.00161725980671928	0.00685226915214918	0.0132707550385046
Corynebacterium_urealyticum	0.00593350234543219	0	0.00316103772463199	0.00304893725224934	0.0192057291125818
Lactobacillus_crispatus	0.0137174912097973	0	0	0.00182667189205354	0.00394139598114997
Moraxella_catarrhalis	0.00972945517841567	0	0.00381973552715929	0.0126750151474181	0
Arcanobacterium_haemolyticum	0.0110173477897041	0	0	0.00509232493081821	0.00763901095600781
Corynebacterium_genitalium	0.00209399637450581	0.0137647420878717	0	0.00310740212905274	0.00583081239855874
Olsenella_uli	0.0300799298565483	0	0.0134172766884528	0	0.00708391240841153
Prevotella_melaninogenica	0	0.00817477960402433	0	0.000568722595229459	0.00130785164513802
Clostridium_hiranonis	0.0105050570676974	0.0126151325077155	0.00706531819846446	0.0117195178583684	0.0113851113293911
Roseburia_intestinalis	0.0035635186931238	0	0.00297459368260285	0.00994725120588615	0.00273708921098378
Blautia_hansenii	0.00705462618003142	0	0.00139881270232033	0	0
Fusobacterium_periodonticum	0.00101674031719357	0	0.00562637218506566	0	0.000757404947120641
Fusobacterium_nucleatum	0.00124139047098748	0	0.00049746245584997	0.00391059978102572	0
Eikenella_corrodens	0	0.00634030332728482	0.00504916661659207	0.0027843535673976	0
Weissella_paramesenteroides	0	0.00622687772970037	0.00444762107354935	0.00621425051543622	0.0384893155114456
Faecalibacterium_prausnitzii	0.00379607737179647	0.00146876325304297	0.0350711129965812	0.00637903907358302	0.00303044533353382
Streptococcus_parasanguinis	0	0.00311753256497502	0	0.0158712060223893	0
Rothia_dentocariosa	0.00311402586998749	0.0146548129991486	0.00793651288624093	0	0.00702543264236679
Bifidobacterium_bifidum	0.00581165546693986	0.00328400164867767	0.0110728081831731	0.00239427163463424	0.00763809207085067
Collinsella_aerofaciens	0.0022088231936812	0.00961621542916273	0.0154869466923148	0.0093961309767938	0.00784689392947687
Gemella_haemolysans	0.00579324472255777	0.00506649505427254	0.00209965114789306	0.0124354148195087	0
Anaerobutyricum_hallii	0	0.00391744526554932	0.000721111656920705	0.00965973777626952	0.00563818469999626
Enterococcus_faecium	0.00380898192444563	0.00821764444091484	0.00962275449671304	0.00535524079622036	0
Capnocytophaga_gingivalis	0.0144035187202496	0.00069132038101584	0.00372255156214137	0.00500450804167225	0.00350285687431081
Corynebacterium_matruchotii	0	0.0333103766637359	0	0.00582362077939276	0
Corynebacterium_resistens	0.00177009931281447	0	0.0145004428230369	0.0039080293960264	0.0115246034565963
Corynebacterium_variabile	0.00586517444681137	0.0217435330340205	0.00286973188030496	0.0368909407281466	0
Peptoniphilus_harei	0.014375028625176	0	0.00394807762125257	0	0.00866068936693661
Lautropia_mirabilis	0	0.0135889865804628	0.00578757447466432	0	0.0010542234028117
Weeksella_virosa	0.0032085366351827	0.00186493070977707	0	0.0290956187864151	0.0374876242662869
Prevotella_denticola	0.0155768180539981	0.00598098056080487	0	0.00232517699298041	0.00378636196310737
Glutamicibacter_arilaitensis	0.00347881804072029	0	0.0232278740215688	0	0
Lactobacillus_plantarum	0	0.00441981216202558	0.0063400909734489	0.00640237279300066	0.00174277088141863
Paracoccus_denitrificans	0.00242849827724553	0.00154698460187222	0.0286519132105177	0	0
Arthrospira_platensis	0.00874432514024704	0.0021531195191852	0.00258232369052307	0	0
Porphyromonas_asaccharolytica	0.00350253096872385	0.0275150355351596	0.00711466999999707	0	0.00213163309059578
Pseudomonas_stutzeri	0.0314686427582975	0	0.00604430550151133	0.0124390211559291	0.000580593064470043
Serinicoccus_profundi	0	0.00354968042932512	0.0233652456508041	0.00420822143534812	0
Lactobacillus_ruminis	0.0143286091175832	0.0215367299225018	0.0178228618755917	0	0.00581252134422527
Lactobacillus_sanfranciscensis	0.00582330694021117	0.00213627536647035	0.00193299497911262	0	0.00179636989586144
Dolosigranulum_pigrum	0	0	0.00103807464682466	0.00269227769330119	0.00374831823156758
Gordonia_polyisoprenivorans	0.00338683525104264	0.00576841806470044	0.00192000536618559	0.00505320156199777	0
Deinococcus_gobiensis	0.00324214001691289	0.0419164065523867	0	0.00671079613141129	0
Pseudopropionibacterium_propionicum	0.00966225286323277	0	0.0105879160053256	0.0405100679798279	0
Tetragenococcus_halophilus	0.00289662422505176	0.0651706524918502	0.00287280981725701	0.00131455062953178	0
Blastococcus_saxobsidens	0.00229806756339432	0.00925138412123259	0.006206426707128	0.00207950848024394	0.0105126323411657
Staphylococcus_arlettae	0	0	0.00253480848788951	0.0102921419889578	0.0180061776776427
Leuconostoc_gelidum	0.0023269622596969	0.0152356328439456	0.00316733545336166	0.023243446507143	0
Leuconostoc_carnosum	0.00561298718323219	0.0116667824790977	0.00184419002474588	0.0027431811829394	0.0342581385924811
Modestobacter_marinus	0.00282384521499539	0.00787210458912298	0.00211674135581205	0.00496129748580636	0
Sphingobium_yanoikuyae	0.0126681222251163	0.00308540695046873	0.00464378149454545	0	0.0073693940613926
Streptococcus_dysgalactiae	0.00187162062963352	0	0.000867186760823875	0.0320147672661805	0.00242826438295238
Corynebacterium_callunae	0	0	0.00187147358526942	0.00207696717226313	0.00223614690371977
Cutibacterium_avidum	0.00557774747734443	0.00293647866794999	0	0.012551137039769	0.0389890786395287
Acinetobacter_ursingii	0	0	0.00522180568453616	0.0208730152029155	0.00522712738091054
Acinetobacter_radioresistens	0.0147267629704149	0.00138053529385483	0.016970359694785	0.00493054024898321	0.0050676796274747
Oligella_urethralis	0.00497181234226924	0.00776218822756648	0.0202653720037712	0.011087625035558	0
Leptotrichia_wadei	0.00615370475842303	0	0.00302281378741097	0.00615612761899609	0
Capnocytophaga_cynodegmi	0.00650501953555092	0.0317374517097715	0.0227639332948806	0.00104747416668135	0.00251674608628492
Streptococcus_cristatus	0.000873025382832177	0.00915093043723552	0.00237283283346203	0.00964326095610571	0.0018798116213555
Enterococcus_faecalis	0	0.0166421109157431	0.0068709926105501	0.00152023165825499	0.0205050284910431
Streptococcus_intermedius	0.011751991089138	0.00194567614654588	0.00146662018163471	0	0.00256167718203086
Streptococcus_anginosus	0.00373753902306611	0.00347142003064995	0.0537143796322017	0.0086200355062943	0.00141850265519741
Cutibacterium_granulosum	0.00241716410321136	0.00340355898304601	0.00726106462254503	0	0.00461987862800842
Deinococcus_wulumuqiensis	0.00334584928554476	0.000593027690204916	0	0.00873105153527307	0
Adlercreutzia_equolifaciens	0.00205946083998406	0	0	0.0111074026317844	0
Helicobacter_canis	0.00514210474387207	0.0124607107130665	0.00787426580770765	0	0.0263226393374398
Ruminococcus_gnavus	0.00187665495646276	0.00251980153214754	0	0.0108068742728601	0.0143466684837028
Prevotella_oris	0.0185306263069809	0.0105247394787088	0.00932055159411656	0	0
Corynebacterium_doosanense	0.000950083752155767	0.00116912897682219	0	0.00723758658395693	0.00252016909956436
Neisseria_elongata	0	0.00807913817314735	0.0014065582695823	0.0104038299162284	0.00365852019986061
Bifidobacterium_angulatum	0.00413890641236209	0	0.00221335791083423	0.00275689371767932	0
Bifidobacterium_breve	0.0439535303430409	0.0146347349884849	0.00226108432606545	0.00173514501050624	0.00104078039508054
Bifidobacterium_pseudocatenulatum	0.0224888298522761	0	0.00530450542987373	0.00893579356551723	0.00594837959768995
Bifidobacterium_dentium	0	0	0.000605072017850133	0	0.0121568473603475
Weissella_cibaria	0	0	0.0119408012632668	0.00695203445170349	0
